order,id,date,time,title,url,visitCount,typedCount,transition
121,6341,6/17/2026,1:56:57,careercopilot/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx at aec216b4f993ca7cfbf25891b0d992210494b368 · okgoogle13/careercopilot · GitHub,https://github.com/okgoogle13/careercopilot/blob/aec216b4f993ca7cfbf25891b0d992210494b368/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx#L15,7,0,link
122,6341,6/17/2026,1:56:56,careercopilot/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx at aec216b4f993ca7cfbf25891b0d992210494b368 · okgoogle13/careercopilot · GitHub,https://github.com/okgoogle13/careercopilot/blob/aec216b4f993ca7cfbf25891b0d992210494b368/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx#L15,7,0,auto_bookmark
123,19878,6/17/2026,1:56:48,Use Gemini in Chrome - Computer - Gemini Apps Help,https://support.google.com/gemini/answer/16283624?hl=en&co=GENIE.Platform%3DDesktop&sjid=7199910289676916764-NC#zippy=%2Chide-or-show-gemini-icon-on-browser-desktop,1,0,link
124,19879,6/17/2026,1:56:02,Use Gemini in Chrome - Computer - Gemini Apps Help,https://support.google.com/gemini/answer/16283624?hl=en&co=GENIE.Platform%3DDesktop&sjid=7199910289676916764-NC,1,0,link
125,19880,6/17/2026,1:55:44,How to enable Gemini in Chrome on Mac - Gemini Apps Community,https://support.google.com/gemini/thread/382483541/how-to-enable-gemini-in-chrome-on-mac?hl=en,1,0,link
126,19881,6/17/2026,1:55:29,gemiuni in chrome mac os - Google Search,https://www.google.com/search?q=gemiuni+in+chrome+mac+os&oq=gemiuni+in+chrome+mac+os+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIICAEQABgWGB4yCAgCEAAYFhgeMg0IAxAAGIYDGIAEGIoFMg0IBBAAGIYDGIAEGIoFMg0IBRAAGIYDGIAEGIoFMgcIBhAAGO8FMgoIBxAAGIAEGKIEMgoICBAAGIAEGKIEMgcICRAAGO8F0gEINDM3OWowajSoAgCwAgE&sourceid=chrome&ie=UTF-8,2,0,link
127,19881,6/17/2026,1:55:26,gemiuni in chrome mac os - Google Search,https://www.google.com/search?q=gemiuni+in+chrome+mac+os&oq=gemiuni+in+chrome+mac+os+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIICAEQABgWGB4yCAgCEAAYFhgeMg0IAxAAGIYDGIAEGIoFMg0IBBAAGIYDGIAEGIoFMg0IBRAAGIYDGIAEGIoFMgcIBhAAGO8FMgoIBxAAGIAEGKIEMgoICBAAGIAEGKIEMgcICRAAGO8F0gEINDM3OWowajSoAgCwAgE&sourceid=chrome&ie=UTF-8,2,0,generated
128,19882,6/17/2026,1:39:17,Checkout | eBay,https://pay.ebay.com.au/rxo?action=view&sessionid=2675237371016,1,0,link
129,19883,6/17/2026,1:39:15,Checkout | eBay,https://pay.ebay.com.au/rxo?action=create&rypsvc=true&pagename=ryp&item=366238793776&quantity=1&var=636052906158&TransactionId=-1,1,0,link
130,19884,6/17/2026,1:38:49,Spend & Save on Eligible Items | eBay.com.au,https://pages.ebay.com.au/buyer_coupons/2026/pljune/,1,0,link
131,19885,6/17/2026,1:38:46,"Razer Blade 18"" QHD+ 240Hz i9-13950HX RTX4090 2TB 32GB W11H Gaming Laptop | eBay Australia",https://www.ebay.com.au/itm/366238793776?chn=ps&_ul=AU&var=636052906158&norover=1&mkevt=1&mkrid=705-166974-041499-5&mkcid=2&mkscid=101&itemid=636052906158_366238793776&targetid=2304343365564&device=c&mktype=pla&googleloc=9071333&poi=&campaignid=23882544412&mkgroupid=197743916398&rlsatarget=pla-2304343365564&abcId=10718325&merchantid=5497404167&geoid=9071333&gad_source=1&gad_campaignid=23882544412&gbraid=0AAAAAD97CxQCjAH5EiSBjKXL0Lb0OCs_l&gclid=CjwKCAjw6MPRBhBTEiwAd-7MrwaHC6kbjBTAOhWmFGWtwzk2r86QOWmPQbLv3rJgsXbQzcQjzgwQCxoCAooQAvD_BwE,2,0,link
132,19886,6/17/2026,1:38:33,Checkout | eBay,https://pay.ebay.com.au/rxo?action=view&sessionid=2675236991016,1,0,link
133,19887,6/17/2026,1:38:32,Checkout | eBay,https://pay.ebay.com.au/rxo?rypsvc=true&item=366238793776&quantity=1&var=636052906158&action=create&pagename=ryp&TransactionId=-1,1,0,link
134,19888,6/17/2026,1:36:52,"Dell Precision 5680 16"" Mobile Workstation | Core i7-13800H | 64GB RAM – ProTech IT Solutions",https://www.protechintl.com.au/products/dell-precision-5680-15-6-core-i7-13800h-64gb-ram-1-tb-ssd-windows-11-pro,2,0,link
135,19889,6/17/2026,1:36:31,"Dell Precision 7670 16"" 4K | RTX A3000 | Core i9-12950HX | 32GB RAM | – ProTech IT Solutions",https://www.protechintl.com.au/products/dell-precision-7670-p114f-4k-ips-wled-mobile-workstation-core-i7-12850hx-rtx-a2000-8-gb-32-gb-ram-1-tb-ssd-16-fhd-windows-11,1,0,link
136,19888,6/17/2026,1:35:58,"Dell Precision 5680 16"" Mobile Workstation | Core i7-13800H | 64GB RAM – ProTech IT Solutions",https://www.protechintl.com.au/products/dell-precision-5680-15-6-core-i7-13800h-64gb-ram-1-tb-ssd-windows-11-pro,2,0,link
137,19890,6/17/2026,1:35:37,Laptops – ProTech IT Solutions,https://www.protechintl.com.au/collections/laptops?sort_by=price-descending&filter.v.price.gte=&filter.v.price.lte=,1,0,link
138,19891,6/17/2026,1:35:30,Laptops – ProTech IT Solutions,https://www.protechintl.com.au/collections/laptops,1,0,link
139,19892,6/17/2026,1:34:53,"Alienware x17 R1 17.3"" FHD Gaming | RTX 3080 | Core i9-11980HK | 64GB – ProTech IT Solutions",https://www.protechintl.com.au/products/alienware-x17-r1-17-3-fhd-gaming-rtx-3080-core-i9-11980hk-64gb-ram-4tb-ssd-windows-11?pr_prod_strat=e5_desc&pr_rec_id=1f779b2bf&pr_rec_pid=9832327184624&pr_ref_pid=9713015062768&pr_seq=uniform,1,0,link
140,19893,6/17/2026,1:34:32,"Razer Blade 17 17.3"" QHD 240 Hz | RTX 3070 | Core i7-11800H | 16 GB RA – ProTech IT Solutions",https://www.protechintl.com.au/products/razer-blade-17-17-3-qhd-240-hz-rtx-3070-core-i7-11800h-16-gb-ram-1-tb-ssd-windows-11?variant=48232777122032&country=AU&currency=AUD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoognHuhVlTRTGUy9UR2Mykw_9vNLuQ5w6tBSZpYr5EEnWsXrOnt0No,1,0,link
141,19894,6/17/2026,1:34:24,Razer Blade 18 - Google Search,https://www.google.com/search?q=Razer+Blade+18&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n7fp64jNcIOzlIC-WnGHLUCCkFGKw%3A1781623975549&ei=p2wxav7dIJ771e8PyoTKiAQ&biw=1429&bih=1349&ved=0ahUKEwi-zb3BioyVAxWeffUHHUqCEkEQ4dUDCBI&uact=5&oq=Razer+Blade+18&gs_lp=Egxnd3Mtd2l6LXNlcnAiDlJhemVyIEJsYWRlIDE4MhAQIxjwBRi0BBiABBiKBRgnMgQQIxgnMgQQIxgnMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEj0GFDqCliVE3ADeAGQAQCYAcwBoAGDBaoBBTAuMy4xuAEDyAEA-AEBmAIHoAKmBcICBxAjGLADGCfCAgoQABhHGNYEGLADwgINEAAYgAQYigUYQxiwA8ICChAjGIAEGIoFGCfCAhAQIxi0BBjwBRiABBiKBRgnwgIKEAAYgAQYigUYQ8ICEBAAGIAEGIoFGEMYsQMYgwHCAgsQABiABBiKBRiRAsICBhAAGBYYHsICBRAhGKABwgIEECEYFZgDAIgGAZAGCpIHBTMuMy4xoAfiGrIHBTAuMy4xuAeXBcIHBTAuMS42yAcbgAgB&sclient=gws-wiz-serp#sv=CAYSsAcSABotMmFoVUtFd2pNdl9MUGlveVZBeFVaazY4QkhST25KR01RZ2kxNkJRZ3FFSTRCIscGChQxNDk1NDk1ODMyMzg5NTkwNTMxNxIUMTA0Njc1MjYwMDM3ODY0NDQ2NzMaFDExNjA4NTAyNDgzODc0OTczMDQzIhQxMDAzMTg2NzY2NDg0Mzk3ODM2NjIUMTE3MjI4NTY3MTQ2MjIwOTg3MDI6EjU3NjQ2MjUxNDkyOTA4OTA2MEoCaGdSNFBDXzExNzIyODU2NzE0NjIyMDk4NzAyfFBST0RfUENfMTE3MjI4NTY3MTQ2MjIwOTg3MDKgAQPqASBSYXplciBCbGFkZSBQcm8gMTcgR2FtaW5nIExhcHRvcPABAIICFDE1MzcxMzMwMzUxMTAwMzUyOTY32gKUBEVvd0RDc3dDUVUxdU15MTVWRWhxWWtabFYxVndjM0ZzVEZReGF6RkxaMGxVUTJ4RFZWSTBTMTlNU0RBelkyTlNTalowUTNsaE1WcEpRamRyWDJSMmFVTkRlRVJxU1hKWU4ySlVTa2MyYjJ4blh6VTJTakUyWTFsalNqTlRObGx1YkcxMllVRlFkWE41V1ZWV2NHNWFSRE5DZFhKcE9HdGxWWEJKZEZWT1RXdGhTbm81WVRkWk1reERVV0o2T0UxMmJFODJkMWs1YURoT04wUkJjMkpGUjFSR1QyVlVORGxEV1ZsMldVRmtia1pGVGtoRVZITXhaMUJzTFV0bVoxQjFkbEJvVEdKMVJFbzRaRFZ3ZG05SGRtNXpTRWszYWpoNk9VcE5PVWh2YlRWRlNucDZOVmRtV0daSExUQm5XbEZ3Vm5kclZVbDZOVVp4VkZJeGJqWlFNRlJOYVhoVlRIcE9NbEZhY2pkak9FMUliSGMyUzNFd2RFVjZPVXg0Y0Y4ek9XcEdkVXcwVjJWRE5EQjFaa1ZFYWpsTWRqUTRhR3BQVG5OeGVuVlBhVTVYYUhWek4xVlZVbHBOWVdsSVJWQjNUWEVTRjNoWGQzaGhiM3BLVEhCdGJYWnlNRkJyT0RaVGJWRlpHaUpCU2t0TVJtMUpUV2hUWjFOMFRUZ3lURkF3YzBWSlgwTTVlV3MwUmtoTkxVeDPiAjBBS1BPcjFTcU9sT0o2WEpqWmN0dnJBRVMtaVNJSGVkTjJROjE3ODE2MjQwMDYxNzkwAEIvMmFoVUtFd2pNdl9MUGlveVZBeFVaazY4QkhST25KR01Rcm9nR2VnVUlLaENCQVFIACDL9YPfBkoIEAIYASABKAE,1,0,link
142,19885,6/17/2026,1:33:39,"Razer Blade 18"" QHD+ 240Hz i9-13950HX RTX4090 2TB 32GB W11H Gaming Laptop | eBay Australia",https://www.ebay.com.au/itm/366238793776?chn=ps&_ul=AU&var=636052906158&norover=1&mkevt=1&mkrid=705-166974-041499-5&mkcid=2&mkscid=101&itemid=636052906158_366238793776&targetid=2304343365564&device=c&mktype=pla&googleloc=9071333&poi=&campaignid=23882544412&mkgroupid=197743916398&rlsatarget=pla-2304343365564&abcId=10718325&merchantid=5497404167&geoid=9071333&gad_source=1&gad_campaignid=23882544412&gbraid=0AAAAAD97CxQCjAH5EiSBjKXL0Lb0OCs_l&gclid=CjwKCAjw6MPRBhBTEiwAd-7MrwaHC6kbjBTAOhWmFGWtwzk2r86QOWmPQbLv3rJgsXbQzcQjzgwQCxoCAooQAvD_BwE,2,0,link
143,19896,6/17/2026,1:33:29,Razer Blade 18 - Google Search,https://www.google.com/search?q=Razer+Blade+18&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n7fp64jNcIOzlIC-WnGHLUCCkFGKw%3A1781623975549&ei=p2wxav7dIJ771e8PyoTKiAQ&biw=1429&bih=1349&ved=0ahUKEwi-zb3BioyVAxWeffUHHUqCEkEQ4dUDCBI&uact=5&oq=Razer+Blade+18&gs_lp=Egxnd3Mtd2l6LXNlcnAiDlJhemVyIEJsYWRlIDE4MhAQIxjwBRi0BBiABBiKBRgnMgQQIxgnMgQQIxgnMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEj0GFDqCliVE3ADeAGQAQCYAcwBoAGDBaoBBTAuMy4xuAEDyAEA-AEBmAIHoAKmBcICBxAjGLADGCfCAgoQABhHGNYEGLADwgINEAAYgAQYigUYQxiwA8ICChAjGIAEGIoFGCfCAhAQIxi0BBjwBRiABBiKBRgnwgIKEAAYgAQYigUYQ8ICEBAAGIAEGIoFGEMYsQMYgwHCAgsQABiABBiKBRiRAsICBhAAGBYYHsICBRAhGKABwgIEECEYFZgDAIgGAZAGCpIHBTMuMy4xoAfiGrIHBTAuMy4xuAeXBcIHBTAuMS42yAcbgAgB&sclient=gws-wiz-serp,2,0,link
144,19896,6/17/2026,1:33:25,Razer Blade 18 - Google Search,https://www.google.com/search?q=Razer+Blade+18&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n7fp64jNcIOzlIC-WnGHLUCCkFGKw%3A1781623975549&ei=p2wxav7dIJ771e8PyoTKiAQ&biw=1429&bih=1349&ved=0ahUKEwi-zb3BioyVAxWeffUHHUqCEkEQ4dUDCBI&uact=5&oq=Razer+Blade+18&gs_lp=Egxnd3Mtd2l6LXNlcnAiDlJhemVyIEJsYWRlIDE4MhAQIxjwBRi0BBiABBiKBRgnMgQQIxgnMgQQIxgnMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEj0GFDqCliVE3ADeAGQAQCYAcwBoAGDBaoBBTAuMy4xuAEDyAEA-AEBmAIHoAKmBcICBxAjGLADGCfCAgoQABhHGNYEGLADwgINEAAYgAQYigUYQxiwA8ICChAjGIAEGIoFGCfCAhAQIxi0BBjwBRiABBiKBRgnwgIKEAAYgAQYigUYQ8ICEBAAGIAEGIoFGEMYsQMYgwHCAgsQABiABBiKBRiRAsICBhAAGBYYHsICBRAhGKABwgIEECEYFZgDAIgGAZAGCpIHBTMuMy4xoAfiGrIHBTAuMy4xuAeXBcIHBTAuMS42yAcbgAgB&sclient=gws-wiz-serp,2,0,form_submit
145,19897,6/17/2026,1:32:55,Razer Blade 16 - Google Search,https://www.google.com/search?q=Razer+Blade+16&sourceid=chrome&ie=UTF-8,1,0,link
146,19898,6/17/2026,1:32:14,Buy Razer Blade 16 - QHD+ 240 Hz OLED - GeForce RTX 5080 - Black | Gaming Laptops | Razer.com,https://www.razer.com/au-en/gaming-laptops/razer-blade-16/RZ09-05818EN3-R3B1,3,0,link
147,15068,6/17/2026,1:31:56,Buy Gaming Systems & Laptops | Razer Online Store | Razer Australia,https://www.razer.com/au-en/store/gaming-laptops,3,0,link
148,15068,6/17/2026,1:31:36,Buy Gaming Systems & Laptops | Razer Online Store | Razer Australia,https://www.razer.com/au-en/store/gaming-laptops,3,0,link
149,15069,6/17/2026,1:31:26,Razer Online Store – Buy Unrivalled Gaming Gear online. | Razer Australia,https://www.razer.com/au-en/store,2,0,link
150,19898,6/17/2026,1:31:17,Buy Razer Blade 16 - QHD+ 240 Hz OLED - GeForce RTX 5080 - Black | Gaming Laptops | Razer.com,https://www.razer.com/au-en/gaming-laptops/razer-blade-16/RZ09-05818EN3-R3B1,3,0,link
151,19899,6/17/2026,1:31:11,Buy Razer Blade 16 - QHD+ 240 Hz OLED - GeForce RTX 5090 - Black | Gaming Laptops | Razer.com,https://www.razer.com/au-en/gaming-laptops/razer-blade-16/RZ09-05819EN4-R3B1,1,0,link
152,19898,6/17/2026,1:30:55,Buy Razer Blade 16 - QHD+ 240 Hz OLED - GeForce RTX 5080 - Black | Gaming Laptops | Razer.com,https://www.razer.com/au-en/gaming-laptops/razer-blade-16/RZ09-05818EN3-R3B1,3,0,link
153,19900,6/17/2026,1:30:42,Buy Razer Blade 16 - QHD+ 240 Hz OLED - GeForce RTX 5090 - Black | Gaming Laptops | Razer.com,https://www.razer.com/au-en/gaming-laptops/razer-blade-16/RZ09-05819EN4-R3B1?srsltid=AfmBOoqLHYBf6V39KaVJujD1Ugy1uSUXe5Kxro7ybfnv-fo-xXB8MxQsQm4,1,0,link
154,19901,6/17/2026,1:30:32,rAZER BLADE - Google Search,https://www.google.com/search?q=rAZER+BLADE+&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n7Qpi6o-luATkCQpwsCWeIsKSAz6A%3A1781623726391&ei=rmsxau-3F6Pt1e8PtcyakA0&biw=1429&bih=1349&ved=0ahUKEwjvxtbKiYyVAxWjdvUHHTWmBtIQ4dUDCBI&uact=5&oq=rAZER+BLADE+&gs_lp=Egxnd3Mtd2l6LXNlcnAiDHJBWkVSIEJMQURFIDIKECMYtAQY8AUYJzIQECMYtAQY8AUYgAQYigUYJzIEECMYJzIQEAAYgAQYigUYQxixAxiDATIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQ0jdM1D0BljFMnAIeAGQAQGYAc4BoAGEFaoBBjAuMTYuMbgBA8gBAPgBAZgCGKAC4RTCAgoQABhHGNYEGLADwgINEAAYgAQYigUYQxiwA8ICGRAuGIAEGIoFGEMYxwEY0QMYyAMYsAPYAQHCAgoQIxiABBiKBRgnwgIQECMY8AUYtAQYgAQYigUYJ8ICEBAuGIAEGIoFGEMYxwEY0QPCAgoQIxjwBRi0BBgnwgINEAAYgAQYigUYQxixA8ICExAuGIAEGIoFGEMYsQMYxwEY0QPCAgUQIRigAcICDRAjGPAFGLQEGLACGCfCAgcQIxiwAhgnwgIKEAAYgAQYDRixA8ICDRAAGIAEGA0YsQMYgwHCAgcQABiABBgNmAMAiAYBkAYLugYECAEYCJIHBjguMTUuMaAHlqgBsgcGMC4xNS4xuAe-FMIHCDEuNC4xOC4xyAdSgAgB&sclient=gws-wiz-serp#sv=CAYSowcSABosMmFoVUtFd2owbmRuZWlZeVZBeFVVa2E4QkhibXVGWWtRZ2kxNkJBZzBFQ2sivQYKFDEyNzg1OTgwMzU4OTEyNzY4MjIzEhMxNTA3ODgwOTk5MTc5OTE1OTA1GhQxNjg2NjAzMzA2Nzc4NTM4MzcxNSIUMTYzMDQwMTM0NzU5MzI4NjE0NjAyEzE0NjYwNjA5NTAwNTc5MTg0MDhKAmhnUjJQQ18xNDY2MDYwOTUwMDU3OTE4NDA4fFBST0RfUENfMTQ2NjA2MDk1MDA1NzkxODQwOKABA-oBSlJhemVyIEJsYWRlIDE2IEdlRm9yY2UgUlRYIEdhbWluZyBMYXB0b3AgMTYiIFFIRCsgMjQwIEh6IE9MRUQgQU1EIFJ5emVuIEFJ8AEAggIUMTUzNzEzMzAzNTExMDAzNTI5NjfaAvgDRXZjQ0NyY0NRVTF1TXkxNVVrVm9ZMmN5TkhwNlYzbzNjVVZaWkRkbmVtNUpjVFp6WW5GSVVYVjBhVk5xU2xRMFFVbHhXbkJOUzFsc05WRm9la0pvUVdWdVUzTjZVV295YUdVd1FYaE5jRW8zTmxCMldWVkdWbmxOYjFWbGJUVmZUM1V5Y1ZSeE0xaGhVRTQxUTJ0QlYyZHZOblpoVEZSb2QyNTZOelpsVDFSV1EzSm5abU4wUldSVGJVVktZelJ1TldKV2FIQjBWbGx3VlRKbU9XNXBNelE0VFRSek9UVlRRekZMUTFWdVJtMVFRVlUyZEVkNVlsOUhNRzF3TkRSU1NFdDBOR1J0VTJodlJtZFpVVFZTU1hOUE9GOU1iR0Y1ZUdSUmFETkhkRTFXV0hWcVFtZFBhbEpCU25KUGVVSm1kRmRGWjFWRlNDMUNaMVJCZFd0SFJrNXlYemh1WW5ONGVXcFhhbEZVVGxkUmJEUnVPRkZtYjBOT2QxVnRjbU5ZY1RsUmRXeEhObGx2VjFoNmRsWkNTSGxaVURWUU5uTk5SekV0VWtrU0Z6SkhjM2hoZGxSU1JuQlRhWFp5TUZCMVpETlhlVUZuR2lKQlNrdE1SbTFLU0ZwVGQxTTBWRmxxV1RaT2REUndXVkZFYTBsUVRXNXZiR05S4gIwQUtQT3IxVGRnNGxEbXFWZDhoajQ0ZWE1Y0VzUGE4dmxPZzoxNzgxNjIzNzY4NjU5MABCLTJhaFVLRXdqMG5kbmVpWXlWQXhVVWthOEJIYm11RllrUXJvZ0dlZ1FJTkJBY0gAIPLQrqIMSggQAhgBIAEoAQ,1,0,link
155,19902,6/17/2026,1:30:17,rAZER BLADE - Google Search,https://www.google.com/search?q=rAZER+BLADE+&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n7Qpi6o-luATkCQpwsCWeIsKSAz6A%3A1781623726391&ei=rmsxau-3F6Pt1e8PtcyakA0&biw=1429&bih=1349&ved=0ahUKEwjvxtbKiYyVAxWjdvUHHTWmBtIQ4dUDCBI&uact=5&oq=rAZER+BLADE+&gs_lp=Egxnd3Mtd2l6LXNlcnAiDHJBWkVSIEJMQURFIDIKECMYtAQY8AUYJzIQECMYtAQY8AUYgAQYigUYJzIEECMYJzIQEAAYgAQYigUYQxixAxiDATIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQ0jdM1D0BljFMnAIeAGQAQGYAc4BoAGEFaoBBjAuMTYuMbgBA8gBAPgBAZgCGKAC4RTCAgoQABhHGNYEGLADwgINEAAYgAQYigUYQxiwA8ICGRAuGIAEGIoFGEMYxwEY0QMYyAMYsAPYAQHCAgoQIxiABBiKBRgnwgIQECMY8AUYtAQYgAQYigUYJ8ICEBAuGIAEGIoFGEMYxwEY0QPCAgoQIxjwBRi0BBgnwgINEAAYgAQYigUYQxixA8ICExAuGIAEGIoFGEMYsQMYxwEY0QPCAgUQIRigAcICDRAjGPAFGLQEGLACGCfCAgcQIxiwAhgnwgIKEAAYgAQYDRixA8ICDRAAGIAEGA0YsQMYgwHCAgcQABiABBgNmAMAiAYBkAYLugYECAEYCJIHBjguMTUuMaAHlqgBsgcGMC4xNS4xuAe-FMIHCDEuNC4xOC4xyAdSgAgB&sclient=gws-wiz-serp,2,0,form_submit
156,19903,6/17/2026,1:30:11,rAZER BLADE - Google Search,https://www.google.com/search?q=rAZER+BLADE+&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n7Qpi6o-luATkCQpwsCWeIsKSAz6A%3A1781623726391&ei=rmsxau-3F6Pt1e8PtcyakA0&biw=1429&bih=1349&ved=0ahUKEwjvxtbKiYyVAxWjdvUHHTWmBtIQ4dUDCBI&uact=5&oq=rAZER+BLADE+&gs_lp=Egxnd3Mtd2l6LXNlcnAiDHJBWkVSIEJMQURFIDIKECMYtAQY8AUYJzIQECMYtAQY8AUYgAQYigUYJzIEECMYJzIQEAAYgAQYigUYQxixAxiDATIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQzIKEAAYgAQYigUYQ0jdM1D0BljFMnAIeAGQAQGYAc4BoAGEFaoBBjAuMTYuMbgBA8gBAPgBAZgCGKAC4RTCAgoQABhHGNYEGLADwgINEAAYgAQYigUYQxiwA8ICGRAuGIAEGIoFGEMYxwEY0QMYyAMYsAPYAQHCAgoQIxiABBiKBRgnwgIQECMY8AUYtAQYgAQYigUYJ8ICEBAuGIAEGIoFGEMYxwEY0QPCAgoQIxjwBRi0BBgnwgINEAAYgAQYigUYQxixA8ICExAuGIAEGIoFGEMYsQMYxwEY0QPCAgUQIRigAcICDRAjGPAFGLQEGLACGCfCAgcQIxiwAhgnwgIKEAAYgAQYDRixA8ICDRAAGIAEGA0YsQMYgwHCAgcQABiABBgNmAMAiAYBkAYLugYECAEYCJIHBjguMTUuMaAHlqgBsgcGMC4xNS4xuAe-FMIHCDEuNC4xOC4xyAdSgAgB&sclient=gws-wiz-serp#sv=CAYSrwcSABotMmFoVUtFd2owbmRuZWlZeVZBeFVVa2E4QkhibXVGWWtRZ2kxNkJRZzBFSjBCIsYGChM4NTUxNjA5NzYzOTQ3MDI2NjAzEhMzODk5NjU2MDU4MzU3NDc2MDAwGhM5MTgyMDAwOTUwNDA2ODA0MDYyIhMxODg2OTU4NTg1NDk5OTQwMjc0MhM2Njk1NDc5NDMzODE0NDg5NzIwOhI1NzY0NjI4MDc0NzE5MzkxOTZKAmhnUjJQQ182Njk1NDc5NDMzODE0NDg5NzIwfFBST0RfUENfNjY5NTQ3OTQzMzgxNDQ4OTcyMKABA-oBJlJhemVyIEJsYWRlIDE3IDE3LjMiIFFIRCBHYW1pbmcgTGFwdG9w8AEAggIUMTUzNzEzMzAzNTExMDAzNTI5NjfaApQERW93RENzd0NRVTF1TXkxNVZGWkJSRXB2ZEZkWVNtRjRlblpSVDJWNFJFMW5ORjlJVkZrd1IzSlNValF3WW1FeE9XZE9hV0ZpTmpKdlNqVndTVmhmWW5KR1drMU1OamxCVUhONlVGaFBhMGRxZEU5TFlrOW1OVXN4YUhNeFoyazNMVlpJU0dFelRIZFJRWEpuVjBaMFZtMVpka0ZIV2tVdE4zbGllVFpDZVdoTWJIcHpTRlJSZWxwQmExSk5kMVl5Vkc1WWRVZFNVRWRtWlhsWVZIbDFXbVJJVGxwUGFsVkNkRTVuUTAxNFpVaEJSVkZ2WjJvd1pXcHdURFJRTVZoUWJWWlFlUzF5VEUxM2FVSnVhMTg1ZWtGTWJXVmFla1JFZDNsVmJXUjFTVzFpYzJKZlgxUmpiRmh0ZEhkNVpXVnZPWEp0TVRKYU0wZEZUM1J2YW1JeVdVeFBXazFLZDFkNVZFOXVTMHRtV1hkdE1GcGhVWEphYmxCeVpIVm1jbmRwYkhCb01FUTRZemMyV0dWelpFc3ljVGxrUTB0VFZtcDBibVUyWldGd1IzVm5hMjVuVVROalRsWm9iVWxvVTJSbVgzVVNGekpIYzNoaGRsUlNSbkJUYVhaeU1GQjFaRE5YZVVGbkdpSkJTa3RNUm0xSmMzVTFTVGxyYjI5MFZFbDBhREE0V1ZCaldWSldXVXhzYmtOUuICMEFLUE9yMVRhSG5kam5CMWRKdU9OdUltQS1iVzlOeGdpWWc6MTc4MTYyMzc2ODY2NjAAQi8yYWhVS0V3ajBuZG5laVl5VkF4VVVrYThCSGJtdUZZa1Fyb2dHZWdVSU5CQ1BBUUgAIPv8yqIFSggQAhgBIAEoAQ,1,0,link
